p25,p50,p75,ISO3
,,,CPV
5.249250006675722,12.257631693388284,18.228999964396156,MRT
1.3704012354214996,3.371727271513505,7.881346086355358,MLI
0.728125345037559,1.7371737326678423,4.714618643259595,BFA
0.7327329279066583,1.2375585037429873,4.244999992146206,TGO
1.7435123462977633,3.7461351995631302,10.234644093662963,GHA
1.2387064901856806,3.7299136410147207,10.230982187816071,CIV
0.34472477497324505,1.127486032081051,3.8789535089980722,GIN
1.454179262081153,2.46982210197856,7.486604166117919,SEN
0.4088250897875503,1.1558197653534474,3.334999942779541,GMB
0.4011111279328665,0.8985714265278408,2.2600000619888307,GNB
0.30461412629553747,0.5539547474911499,1.6880263272084686,SLE
0.43284249896863564,0.6852917151503911,1.690660076262122,LBR
0.33090520114315763,0.719666410007219,2.216801659001988,BEN
2.707402860016219,2.707402860016219,2.707402860016219,NGA
0.32123102489770144,1.234036304834409,5.242587416988983,CMR
6.41750009059906,13.091667048136392,20.914260643178764,GNQ
,,,STP
1.1337505457480324,2.8245026833705955,8.960279386415852,GAB
1.942667005335069,10.0486595478544,17.82404407078289,COG
0.4385564826558428,0.8178652323322236,1.6995833337306976,CAF
0.7207401378953674,1.7325579624980982,8.254337688837522,COD
0.7189416043662374,1.7421287673157806,6.27471429279872,TCD
0.6043500721589717,1.8861594241598376,6.127500031211159,NER
0.34631576914536333,0.8467857020241871,2.5962499499320986,ERI
0.31645589905521715,1.2274320788989252,4.240853668173028,ETH
,,,DJI
0.6114887164521406,1.8735714125254797,4.340681808645076,SOM
0.3870529776880151,0.3870529776880151,1.4204969938077134,KEN
0.3176441574241909,0.7132861102325565,2.738535977864262,UGA
0.31643741929223657,1.2428380915183859,3.754886667127779,TZA
1.2420091131151914,4.2449186796366964,10.76916381444868,MOZ
,,,COM
0.7280432745319415,1.2253633889611582,3.22264963313053,MDG
0.4341050207167182,0.9374124443305164,3.1793138190249106,MWI
2.4886550610597133,6.500539852149604,13.509909345123955,ZMB
1.3697476353931073,2.8739368023618397,5.366228847988578,ZWE
2.75167553272653,5.231785718032291,11.768658572871507,BWA
7.229858170081672,13.766215423987605,22.722083282470702,NAM
3.2490232129677796,12.266393461383764,26.743620767264545,AGO
0.34254308928703425,0.7209090745810304,2.215000025431315,BDI
0.31470690869036955,0.7154493328928291,2.7341925561798237,RWA
2.4889105976207735,7.495538983321835,16.5056244400749,ZAF
0.6766101766440831,1.9484482978952353,4.0536110983954545,LSO
1.134838714138154,4.113055525885689,10.3912499666214,SWZ
,,,REU
,,,MUS
,,,MYT
,,,SYC
